name,brand,category1,category2
Aaishwarya Pearls N Florals Long Alloy Necklace,Aaishwarya,Fashion Accesories,Jewellery
"Sparkle Street Brass, Enamel Bangle Set",Sparkle Street,Fashion Accesories,Jewellery
"Vaishali Bindi and Bangles Coloured CZ Stone Brass, Copper Jewel Set",Vaishali Bindi and Bangles,Fashion Accesories,Jewellery
ETTI ES60_BROWN Wood Necklace,ETTI,Fashion Accesories,Jewellery
Radiant Bay A Class Higher White Gold Diamond 18 K Ring,Radiant Bay,Fashion Accesories,Jewellery
Harini Crystal Yellow Gold Plated Alloy Necklace,Harini,Fashion Accesories,Jewellery
Dhrohar Black Geometric Irregular Yellow Gold Plated Alloy Necklace,Dhrohar,Fashion Accesories,Jewellery
Vastradi White & Golden Beads Brass Necklace,Vastradi,Fashion Accesories,Jewellery
Mrigya Alloy Bangle,Mrigya,Fashion Accesories,Jewellery
Karatcraft Simple Flower Yellow Gold Diamond 18 K Ring,Karatcraft,Fashion Accesories,Jewellery
Radiant Bay Stone Show Yellow Gold Diamond 14 K Ring,Radiant Bay,Fashion Accesories,Jewellery
"Variation Alloy, Enamel Jewel Set",Variation,Fashion Accesories,Jewellery
Espoir Alloy Necklace,Espoir,Fashion Accesories,Jewellery
Ada Jewel Alloy Jewel Set,Ada Jewel,Fashion Accesories,Jewellery
Ciemme 0.11 CT Women's Designer Circle Flower Promise Yellow Gold Diamond 18 K Ring,Ciemme,Fashion Accesories,Jewellery
Karatcraft Linius Yellow Gold Diamond 18 K Ring,Karatcraft,Fashion Accesories,Jewellery
Manirathnum Blue Topaz Gemstone Silver Ring Sterling Silver Topaz Brass NA K Ring,Manirathnum,Fashion Accesories,Jewellery
Radiant Bay Best of Halo for women White Gold Diamond 14 K Ring,Radiant Bay,Fashion Accesories,Jewellery
Voylla Artificial Classic Plain Crystal Yellow Gold Plated Alloy Necklace,Voylla,Fashion Accesories,Jewellery
"Rakam Gold Emerald, Diamond 14K Rose Gold 14 K Ring",Rakam,Fashion Accesories,Jewellery
Zovon Metal Necklace,Zovon,Fashion Accesories,Jewellery
Aaradhi Divya Mantra Onyx Gemstone Positive Energy Onyx Stone Necklace,Aaradhi,Fashion Accesories,Jewellery
"BlueStone The Kalakriti Yellow Gold Diamond, Emerald 14 K Ring",BlueStone,Fashion Accesories,Jewellery
Veinice Alloy Bracelet,Veinice,Fashion Accesories,Jewellery
BlueStone The Morning Glory Band White Gold Diamond 18 K Ring,BlueStone,Fashion Accesories,Jewellery
Jainx Turquoise Ivory Necklace,Jainx,Fashion Accesories,Jewellery
"Alysa Alloy Pearl Yellow Gold, Rhodium Bracelet Set",Alysa,Fashion Accesories,Jewellery
Zaicus Geometric Choker Statement Alloy Necklace,Zaicus,Fashion Accesories,Jewellery
Junk Kareena Alloy Necklace,Junk,Fashion Accesories,Jewellery
GB Jewellery Charming Alloy Cubic Zirconia Yellow Gold Ring,GB Jewellery,Fashion Accesories,Jewellery
Fash Blush Forever New Gold & White Pearl Chunk Alloy Necklace,Fash Blush,Fashion Accesories,Jewellery
Muchmore Alloy Sterling Silver Charm Bracelet,Muchmore,Fashion Accesories,Jewellery
"JK Import Rudrash Alloy Mala Alloy, Wood Chain",JK Import,Fashion Accesories,Jewellery
Voylla Crystal Alloy Necklace,Voylla,Fashion Accesories,Jewellery
"Asian Gems & Jewels 5.25 Ratti 5 Dhaatu Sterling Silver, Metal, Alloy Coral Ring",Asian Gems & Jewels,Fashion Accesories,Jewellery
"VR Designers Metal, Alloy Necklace",VR Designers,Fashion Accesories,Jewellery
"BlueStone Sylvan Lattice Yellow Gold Diamond, Pearl 18 K Ring",BlueStone,Fashion Accesories,Jewellery
"BlueStone Priyala Ring Yellow Gold Diamond, Ruby 18 K Ring",BlueStone,Fashion Accesories,Jewellery
Eldora Alloy Cubic Zirconia Yellow Gold Ring,Eldora,Fashion Accesories,Jewellery
Karatcraft Marigold Yellow Gold Diamond 18 K Ring,Karatcraft,Fashion Accesories,Jewellery
B R TRADING AYRA JEWEL Brooch,B R TRADING,Fashion Accesories,Jewellery
Vinayak Antique Rope Alloy Necklace,Vinayak,Fashion Accesories,Jewellery
Karatcraft Intima Yellow Gold Diamond 18 K Ring,Karatcraft,Fashion Accesories,Jewellery
Hotpiper Beautiful Cubic Zirconia Yellow Gold Plated Acrylic Necklace,Hotpiper,Fashion Accesories,Jewellery
Vatsalya Creation Zinc Jewel Set,Vatsalya Creation,Fashion Accesories,Jewellery
Wow Acrylic Necklace,Wow,Fashion Accesories,Jewellery
Karatcraft Scalaria Yellow Gold Diamond 18 K Ring,Karatcraft,Fashion Accesories,Jewellery
Radiant Bay Beauteous Black And White Yellow Gold Diamond 18 K Ring,Radiant Bay,Fashion Accesories,Jewellery
"Jewelnation Alloy, Plastic, Cotton Dori Necklace",Jewelnation,Fashion Accesories,Jewellery
SP Jewellery Rhodium Alloy Dangle Earring,SP Jewellery,Fashion Accesories,Jewellery
dgold Beads Stone Necklace,dgold,Fashion Accesories,Jewellery
Vijisan Faceted Gemstone Bead for Women Carnelian Stone Necklace,Vijisan,Fashion Accesories,Jewellery
Royalminchem Metal Bangle Set,Royalminchem,Fashion Accesories,Jewellery
Shashvat Jewels Yellow Gold Diamond 18 K Ring,Shashvat Jewels,Fashion Accesories,Jewellery
"NEVI Swarovski Crystal, Crystal Alloy, Crystal Pendant",NEVI,Fashion Accesories,Jewellery
Peora Sterling Silver Rose Gold Bracelet,Peora,Fashion Accesories,Jewellery
"Jewel Touch Alloy, Resin Bracelet Set",Jewel Touch,Fashion Accesories,Jewellery
PG Handicrafts Metal Jewel Set,PG Handicrafts,Fashion Accesories,Jewellery
Gift Island Alloy Necklace,Gift Island,Fashion Accesories,Jewellery
Radiant Bay Black Bejewel Yellow Gold Diamond 18 K Ring,Radiant Bay,Fashion Accesories,Jewellery
Fashion Pitaraa Alloy Necklace,Fashion Pitaraa,Fashion Accesories,Jewellery
Aaishwarya Track to Vogue Alloy Necklace,Aaishwarya,Fashion Accesories,Jewellery
Hotpiper Designer Golden Yellow Gold Plated Acrylic Necklace,Hotpiper,Fashion Accesories,Jewellery
Gunjan Diamond Gold Diamond 18K Yellow Gold 18 K Ring,Gunjan Diamond,Fashion Accesories,Jewellery
VK Jewels Reticular Heart Rhodium Cubic Zirconia Alloy Pendant,VK Jewels,Fashion Accesories,Jewellery
Fullcutdiamond FCDR7851R White Gold Diamond 18K White Gold 18 K Ring,Fullcutdiamond,Fashion Accesories,Jewellery
Trove Metal Bangle,Trove,Fashion Accesories,Jewellery
SJ Pearls Alloy Pearl Bracelet,SJ Pearls,Fashion Accesories,Jewellery
Demira Jewels Special Diva Yellow Gold Diamond 14 K Ring,Demira Jewels,Fashion Accesories,Jewellery
Beora Fashion Statement Alloy Jewel Set,Beora,Fashion Accesories,Jewellery
Manirathnum Smoky Quartz Gemstone Silver Ring Sterling Silver Quartz Brass NA K Ring,Manirathnum,Fashion Accesories,Jewellery
"Vinnis Bella Plastic, Acrylic Necklace",Vinnis,Fashion Accesories,Jewellery
Sanaa Creations Alloy Ring,Sanaa Creations,Fashion Accesories,Jewellery
Jewelizer Crystal Alloy Necklace,Jewelizer,Fashion Accesories,Jewellery
Young & Forever Alloy Cuff,Young & Forever,Fashion Accesories,Jewellery
The Museum Outlet Alloy Bracelet,The Museum Outlet,Fashion Accesories,Jewellery
Karatcraft Style curves Yellow Gold Diamond 18 K Ring,Karatcraft,Fashion Accesories,Jewellery
Joyeria Milan Resin Necklace,Joyeria Milan,Fashion Accesories,Jewellery
Hawai Ring Alert Fashion Jewellery Alloy Necklace,Hawai,Fashion Accesories,Jewellery
Sarah Metal Bangle,Sarah,Fashion Accesories,Jewellery
"Sukkhi Alloy Yellow Gold, Rhodium Bangle Set",Sukkhi,Fashion Accesories,Jewellery
Fullcutdiamond FCDR7203R Yellow Gold Diamond 18K Yellow Gold 18 K Ring,Fullcutdiamond,Fashion Accesories,Jewellery
GoldNera Alloy Necklace,GoldNera,Fashion Accesories,Jewellery
WearYourShine by PCJ The Midori Gold Diamond 18 K Ring,WearYourShine by PCJ,Fashion Accesories,Jewellery
The Art Jewellery Eternal Ethnic Navratna Brass Jewel Set,The Art Jewellery,Fashion Accesories,Jewellery
Herbal Jewellery Cotton Dori Necklace,Herbal Jewellery,Fashion Accesories,Jewellery
CaratLane Fantasia Band White Gold Diamond 18 K Ring,CaratLane,Fashion Accesories,Jewellery
Vatsalya Creation Classic Alloy Jewel Set,Vatsalya Creation,Fashion Accesories,Jewellery
JUHI CREATIONS GW2 Brooch,JUHI CREATIONS,Fashion Accesories,Jewellery
Vatsalya Creation Lilly Alloy Jewel Set,Vatsalya Creation,Fashion Accesories,Jewellery
Vastradi Butterfly Brass Necklace,Vastradi,Fashion Accesories,Jewellery
Ayesha Copper Cuff,Ayesha,Fashion Accesories,Jewellery
Kalpaveda Copper Copper Cuff,Kalpaveda,Fashion Accesories,Jewellery
Jewelnation Alloy Necklace,Jewelnation,Fashion Accesories,Jewellery
Karatcraft Ortus Yellow Gold Diamond 18 K Ring,Karatcraft,Fashion Accesories,Jewellery
Radiant Bay Striking Three Stone White Gold Diamond 14 K Ring,Radiant Bay,Fashion Accesories,Jewellery
Radiant Bay Floral Enticement White Gold Diamond 18 K Ring,Radiant Bay,Fashion Accesories,Jewellery
Forever Carat Elegant Jewel Alloy Jhumki Earring,Forever Carat,Fashion Accesories,Jewellery
Radiant Bay Three Layer White Gold Diamond 18 K Ring,Radiant Bay,Fashion Accesories,Jewellery
The Fine World Long Letkan Silver Zircon Metal Drop Earring,The Fine World,Fashion Accesories,Jewellery
Ishtaa Gold Cubic Zirconia 18 K Ring,Ishtaa,Fashion Accesories,Jewellery
Sahej Metal Bracelet,Sahej,Fashion Accesories,Jewellery
Voylla Artifictial Crystal Alloy Necklace,Voylla,Fashion Accesories,Jewellery
The Fine World Copper Metal Embedded With Dark Pink Stones Brass Zircon Metal Drop Earring,The Fine World,Fashion Accesories,Jewellery
Rejewel Alloy 18K Yellow Gold Bangle,Rejewel,Fashion Accesories,Jewellery
"BlueStone The Epitome Luxuriate Yellow Gold Diamond, Emerald 18 K Ring",BlueStone,Fashion Accesories,Jewellery
Vismay Creation Metal Bangle,Vismay Creation,Fashion Accesories,Jewellery
Golden Peacock Silver Plated Black Floral Shaped Brooch,Golden Peacock,Fashion Accesories,Jewellery
Voylla Artificial Classic Plain Cubic Zirconia Yellow Gold Plated Alloy Necklace,Voylla,Fashion Accesories,Jewellery
Inox Jewelry Stainless Steel Bangle,Inox Jewelry,Fashion Accesories,Jewellery
"Estella Fashion Acrylic, Alloy Necklace",Estella Fashion,Fashion Accesories,Jewellery
Cocktail Copper Cubic Zirconia Copper Bangle Set,Cocktail,Fashion Accesories,Jewellery
Radiant Bay Ripples Yellow Gold Diamond 18 K Ring,Radiant Bay,Fashion Accesories,Jewellery
Radiant Bay Priceless Bond Yellow Gold Diamond 18 K Ring,Radiant Bay,Fashion Accesories,Jewellery
Jewelizer Alloy Necklace,Jewelizer,Fashion Accesories,Jewellery
Meenaz Alloy Cubic Zirconia Brass Bangle Set,Meenaz,Fashion Accesories,Jewellery
Junk Wood Necklace,Junk,Fashion Accesories,Jewellery
Fashionzaadi Vintage Geometrical Square Alloy Necklace,Fashionzaadi,Fashion Accesories,Jewellery
"Diovanni Alloy, Metal Necklace",Diovanni,Fashion Accesories,Jewellery
Allure Silver Amethyst Sterling Silver Ring,Allure,Fashion Accesories,Jewellery
WhiteGems Fascinating Karowe Gold Diamond 18 K Ring,WhiteGems,Fashion Accesories,Jewellery
"Aakshi Teri Nazar Ne Hume Kiya Ghayal, Love-Lost Me Nickel, Alloy, Copper Jewel Set",Aakshi,Fashion Accesories,Jewellery
"BlueStone The Rajeshwari White Gold Diamond, Emerald, Ruby 18 K Ring",BlueStone,Fashion Accesories,Jewellery
Karatcraft Simplicity Yellow Gold Diamond 18 K Ring,Karatcraft,Fashion Accesories,Jewellery
Twella Creations Twella Magic Metal Necklace,Twella Creations,Fashion Accesories,Jewellery
Aaradhi Divya Mantra Yellow Aventurine Guru Bead Meditation Mala Stone Necklace,Aaradhi,Fashion Accesories,Jewellery
Karatcraft Merro Gold Diamond 18 K Ring,Karatcraft,Fashion Accesories,Jewellery
Eclat Brass Yellow Gold Bracelet,Eclat,Fashion Accesories,Jewellery
Voylla Artifictial Glossy Alloy Jewel Set,Voylla,Fashion Accesories,Jewellery
Joyeria Milan Multi Line Beaded Gold Resin Necklace,Joyeria Milan,Fashion Accesories,Jewellery
Jewels Of Jaipur Gold Ruby Yellow Gold 14 K Ring,Jewels Of Jaipur,Fashion Accesories,Jewellery
Jewellerywale Alloy Necklace,Jewellerywale,Fashion Accesories,Jewellery
Indian Charm Red Poth Beads Glass Necklace,Indian Charm,Fashion Accesories,Jewellery
Galz4ever Tarq & Brown Seed Bead Alloy Necklace,Galz4ever,Fashion Accesories,Jewellery
"BlueStone The Golden Arm Yellow Gold Diamond, Pearl 18 K Ring",BlueStone,Fashion Accesories,Jewellery
Pink Rose Metal Bracelet,Pink Rose,Fashion Accesories,Jewellery
BlueStone The Victor Yellow Gold Diamond 18 K Ring,BlueStone,Fashion Accesories,Jewellery
Gift Island Silver Plated Alloy Necklace,Gift Island,Fashion Accesories,Jewellery
Voylla Silver Necklace,Voylla,Fashion Accesories,Jewellery
Indian Fashion Brass Bangle Set,Indian Fashion,Fashion Accesories,Jewellery
Adimani Alloy Bangle,Adimani,Fashion Accesories,Jewellery
ETTI ESJ27_MULTI Crystal Glass Necklace,ETTI,Fashion Accesories,Jewellery
Karatcraft Duilla Ruby Gold Diamond 18 K Ring,Karatcraft,Fashion Accesories,Jewellery
Karatcraft Vina Yellow Gold Diamond 18 K Ring,Karatcraft,Fashion Accesories,Jewellery
Veinice Alloy Necklace,Veinice,Fashion Accesories,Jewellery
Jewels5 Tirion Yellow Gold Diamond 18 K Ring,Jewels5,Fashion Accesories,Jewellery
Radiant Bay Classic Solitaire White Gold Diamond 14 K Ring,Radiant Bay,Fashion Accesories,Jewellery
BlueStone The Elise White Gold Diamond 18 K Ring,BlueStone,Fashion Accesories,Jewellery
ETTI ESJ2 Stone Necklace,ETTI,Fashion Accesories,Jewellery
Clara Certified Iolite (Neeli) 6.5cts or 7.25ratti Sterling Silver Pendant,Clara,Fashion Accesories,Jewellery
BlueStone The Mokya White Gold Diamond 18 K Ring,BlueStone,Fashion Accesories,Jewellery
